source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,noteworthy_env_cond,depth,replicate,samp_size_vol,time_fi,size_frac,size_frac_low,size_frac_up,membr_cut,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,seq_batch,failure,failure_comment,ENA_accession_number_sample,source_mat_id
EMOBON 210825 330 WaSOP2 20um R2,EMOBON metagenome water sample from station BPNS collected on 2021-08-25 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2021-08-25,BPNS_Wa_210825,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,ebb_tide,,18.66,2,0.25,0.083333,20,20,,false,Apstein,WaSOP2,,2021-08-25,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_32
EMOBON 210825 330 WaSOP2 20um R3,EMOBON metagenome water sample from station BPNS collected on 2021-08-25 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2021-08-25,BPNS_Wa_210825,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,ebb_tide,,18.66,3,0.25,0.083333,20,20,,false,Apstein,WaSOP2,,2021-08-25,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_33
EMOBON 210825 330 WaSOP2 20um R4,EMOBON metagenome water sample from station BPNS collected on 2021-08-25 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2021-08-25,BPNS_Wa_210825,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,ebb_tide,,18.66,4,0.25,0.083333,20,20,,false,Apstein,WaSOP2,,2021-08-25,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_34
EMOBON 210825 330 WaSOP2 20um Blank,EMOBON metagenome water sample from station BPNS collected on 2021-08-25 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00003065,2021-08-25,BPNS_Wa_210825,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,,,,blank_1,0.25,0.166667,20,20,,false,,WaSOP2,,2021-08-25,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_35
EMOBON 210825 330 WaSOP3 200um R1,EMOBON metagenome water sample from station BPNS collected on 2021-08-25 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2021-08-25,BPNS_Wa_210825,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,ebb_tide,,18.66,1,0.25,0.083333,200,200,,false,WP2,WaSOP3,,2021-08-25,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_36
EMOBON 210825 330 WaSOP3 200um R2,EMOBON metagenome water sample from station BPNS collected on 2021-08-25 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2021-08-25,BPNS_Wa_210825,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,ebb_tide,,18.66,2,0.25,0.083333,200,200,,false,WP2,WaSOP3,,2021-08-25,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_37
EMOBON 210825 330 WaSOP3 200um R3,EMOBON metagenome water sample from station BPNS collected on 2021-08-25 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2021-08-25,BPNS_Wa_210825,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,ebb_tide,,18.66,3,0.25,0.083333,200,200,,false,WP2,WaSOP3,,2021-08-25,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_38
EMOBON 210825 330 WaSOP3 200um R4,EMOBON metagenome water sample from station BPNS collected on 2021-08-25 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2021-08-25,BPNS_Wa_210825,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,ebb_tide,,18.66,4,0.25,0.083333,200,200,,false,WP2,WaSOP3,,2021-08-25,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_39
EMOBON 210825 330 WaSOP3 200um Blank,EMOBON metagenome water sample from station BPNS collected on 2021-08-25 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00003065,2021-08-25,BPNS_Wa_210825,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,,,,blank_1,0.25,0.166667,200,200,,false,,WaSOP3,,2021-08-25,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_40
EMOBON 211028 BPNS Wa 3 R1,EMOBON metagenome water sample from station BPNS collected on 2021-10-28 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150;http://purl.obolibrary.org/obo/ENVO_00002042,2021-10-28,BPNS_Wa_211028,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,ebb_tide,,18.66,1,10,0.25,3-200,3,200,true,Niskin Bottle,WaSOP1,,2021-10-28,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,false,2022-01-10,2022-01-18,-70,2022-02-22,2022-02-23,batch_2,false,,https://identifiers.org/ena.embl:ERS20568937,EMOBON_BPNS_Wa_41
EMOBON 211028 BPNS Wa 3 R2,EMOBON metagenome water sample from station BPNS collected on 2021-10-28 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150;http://purl.obolibrary.org/obo/ENVO_00002042,2021-10-28,BPNS_Wa_211028,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,ebb_tide,,18.66,2,10,0.25,3-200,3,200,true,Niskin Bottle,WaSOP1,,2021-10-28,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,false,2022-01-10,2022-01-18,-70,2022-02-22,2022-02-23,batch_2,false,,https://identifiers.org/ena.embl:ERS20568938,EMOBON_BPNS_Wa_42
EMOBON 211028 BPNS Wa 3 R3,EMOBON metagenome water sample from station BPNS collected on 2021-10-28 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150;http://purl.obolibrary.org/obo/ENVO_00002042,2021-10-28,BPNS_Wa_211028,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,ebb_tide,,18.66,3,10,0.25,3-200,3,200,true,Niskin Bottle,WaSOP1,,2021-10-28,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_43
EMOBON 211028 BPNS Wa 3 R4,EMOBON metagenome water sample from station BPNS collected on 2021-10-28 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150;http://purl.obolibrary.org/obo/ENVO_00002042,2021-10-28,BPNS_Wa_211028,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,ebb_tide,,18.66,4,10,0.25,3-200,3,200,true,Niskin Bottle,WaSOP1,,2021-10-28,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_44
EMOBON 211028 BPNS Wa 3 Blank,EMOBON metagenome water sample from station BPNS collected on 2021-10-28 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00003065,2021-10-28,BPNS_Wa_211028,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,,,,blank_1,10,0.033333,3-200,3,200,false,,WaSOP1,,2021-10-28,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,false,2022-01-10,2022-01-18,-70,2022-02-22,2022-02-23,batch_2,true,blank; non-quantifiable DNA after extraction,,EMOBON_BPNS_Wa_45
EMOBON 211028 BPNS Wa 0.2 R1,EMOBON metagenome water sample from station BPNS collected on 2021-10-28 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150;http://purl.obolibrary.org/obo/ENVO_00002042,2021-10-28,BPNS_Wa_211028,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,ebb_tide,,18.66,1,10,0.25,0.2-3,0.2,3,true,Niskin Bottle,WaSOP1,,2021-10-28,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,false,2022-01-10,2022-01-18,-70,2022-02-22,2022-02-23,batch_2,false,,https://identifiers.org/ena.embl:ERS20568939,EMOBON_BPNS_Wa_46
EMOBON 211028 BPNS Wa 0.2 R2,EMOBON metagenome water sample from station BPNS collected on 2021-10-28 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150;http://purl.obolibrary.org/obo/ENVO_00002042,2021-10-28,BPNS_Wa_211028,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,ebb_tide,,18.66,2,10,0.25,0.2-3,0.2,3,true,Niskin Bottle,WaSOP1,,2021-10-28,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,false,2022-01-10,2022-01-18,-70,2022-02-22,2022-02-23,batch_2,false,,https://identifiers.org/ena.embl:ERS20568940,EMOBON_BPNS_Wa_47
EMOBON 211028 BPNS Wa 0.2 R3,EMOBON metagenome water sample from station BPNS collected on 2021-10-28 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150;http://purl.obolibrary.org/obo/ENVO_00002042,2021-10-28,BPNS_Wa_211028,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,ebb_tide,,18.66,3,10,0.25,0.2-3,0.2,3,true,Niskin Bottle,WaSOP1,,2021-10-28,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_48
EMOBON 211028 BPNS Wa 0.2 R4,EMOBON metagenome water sample from station BPNS collected on 2021-10-28 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150;http://purl.obolibrary.org/obo/ENVO_00002042,2021-10-28,BPNS_Wa_211028,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,ebb_tide,,18.66,4,10,0.25,0.2-3,0.2,3,true,Niskin Bottle,WaSOP1,,2021-10-28,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_49
EMOBON 211028 BPNS Wa 0.2 Blank,EMOBON metagenome water sample from station BPNS collected on 2021-10-28 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00003065,2021-10-28,BPNS_Wa_211028,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,,,,blank_1,10,0.033333,0.2-3,0.2,3,false,,WaSOP1,,2021-10-28,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,false,2022-01-10,2022-01-18,-70,2022-02-22,2022-02-23,batch_2,true,blank; non-quantifiable DNA after extraction,,EMOBON_BPNS_Wa_50
EMOBON 211028 BPNS Wa 20 R1,EMOBON metagenome water sample from station BPNS collected on 2021-10-28 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2021-10-28,BPNS_Wa_211028,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,ebb_tide,,18.66,1,0.25,0.033333,20,20,,false,Apstein,WaSOP2,,2021-10-28,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_51
EMOBON 211028 BPNS Wa 20 R2,EMOBON metagenome water sample from station BPNS collected on 2021-10-28 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2021-10-28,BPNS_Wa_211028,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,ebb_tide,,18.66,2,0.25,0.033333,20,20,,false,Apstein,WaSOP2,,2021-10-28,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_52
EMOBON 211028 BPNS Wa 20 R3,EMOBON metagenome water sample from station BPNS collected on 2021-10-28 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2021-10-28,BPNS_Wa_211028,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,ebb_tide,,18.66,3,0.25,0.033333,20,20,,false,Apstein,WaSOP2,,2021-10-28,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_53
EMOBON 211028 BPNS Wa 20 R4,EMOBON metagenome water sample from station BPNS collected on 2021-10-28 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2021-10-28,BPNS_Wa_211028,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,ebb_tide,,18.66,4,0.25,0.033333,20,20,,false,Apstein,WaSOP2,,2021-10-28,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_54
EMOBON 211028 BPNS Wa 20 Blank,EMOBON metagenome water sample from station BPNS collected on 2021-10-28 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00003065,2021-10-28,BPNS_Wa_211028,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,,,,blank_1,0.25,0.166667,20,20,,false,Na,WaSOP2,,2021-10-28,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_55
EMOBON 211028 BPNS Wa 200 R1,EMOBON metagenome water sample from station BPNS collected on 2021-10-28 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2021-10-28,BPNS_Wa_211028,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,ebb_tide,,18.66,1,0.25,0.05,200,200,,false,WP2,WaSOP3,,2021-10-28,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_56
EMOBON 211028 BPNS Wa 200 R2,EMOBON metagenome water sample from station BPNS collected on 2021-10-28 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2021-10-28,BPNS_Wa_211028,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,ebb_tide,,18.66,2,0.25,0.05,200,200,,false,WP2,WaSOP3,,2021-10-28,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_57
EMOBON 211028 BPNS Wa 200 R3,EMOBON metagenome water sample from station BPNS collected on 2021-10-28 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2021-10-28,BPNS_Wa_211028,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,ebb_tide,,18.66,3,0.25,0.05,200,200,,false,WP2,WaSOP3,,2021-10-28,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_58
EMOBON 211028 BPNS Wa 200 R4,EMOBON metagenome water sample from station BPNS collected on 2021-10-28 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2021-10-28,BPNS_Wa_211028,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,ebb_tide,,18.66,4,0.25,0.05,200,200,,false,WP2,WaSOP3,,2021-10-28,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_59
EMOBON 211028 BPNS Wa 200 Blank,EMOBON metagenome water sample from station BPNS collected on 2021-10-28 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00003065,2021-10-28,BPNS_Wa_211028,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,,,,blank_1,0.25,0.166667,200,200,,false,,WaSOP3,,2021-10-28,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,false,,,,,,,,,,EMOBON_BPNS_Wa_60
EMOBON 211223 BPNS Wa 3 R1,EMOBON metagenome water sample from station BPNS collected on 2021-12-23 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150;http://purl.obolibrary.org/obo/ENVO_00002042,2021-12-23,BPNS_Wa_211223,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,ebb_tide,,21.2,1,10,0.25,3-200,3,200,true,Bucket,WaSOP1,sample was taking by hauling buckets of surface water; depth was not acquired from the CTD measurement but it was estimated from the researchers,2021-12-23,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,false,2022-01-10,2022-01-18,-70,2022-02-22,2022-02-23,batch_2,false,,https://identifiers.org/ena.embl:ERS20568941,EMOBON_BPNS_Wa_61
EMOBON 211223 BPNS Wa 3 R2,EMOBON metagenome water sample from station BPNS collected on 2021-12-23 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150;http://purl.obolibrary.org/obo/ENVO_00002042,2021-12-23,BPNS_Wa_211223,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,ebb_tide,,21.2,2,10,0.25,3-200,3,200,true,Bucket,WaSOP1,sample was taking by hauling buckets of surface water; depth was not acquired from the CTD measurement but it was estimated from the researchers,2021-12-23,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,false,2022-01-10,2022-01-18,-70,2022-02-22,2022-02-23,batch_2,false,,https://identifiers.org/ena.embl:ERS20568942,EMOBON_BPNS_Wa_62
EMOBON 211223 BPNS Wa 3 R3,EMOBON metagenome water sample from station BPNS collected on 2021-12-23 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150;http://purl.obolibrary.org/obo/ENVO_00002042,2021-12-23,BPNS_Wa_211223,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,ebb_tide,,21.2,3,10,0.25,3-200,3,200,true,Bucket,WaSOP1,sample was taking by hauling buckets of surface water; depth was not acquired from the CTD measurement but it was estimated from the researchers,2021-12-23,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_63
EMOBON 211223 BPNS Wa 3 R4,EMOBON metagenome water sample from station BPNS collected on 2021-12-23 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150;http://purl.obolibrary.org/obo/ENVO_00002042,2021-12-23,BPNS_Wa_211223,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,ebb_tide,,21.2,4,10,0.25,3-200,3,200,true,Bucket,WaSOP1,sample was taking by hauling buckets of surface water; depth was not acquired from the CTD measurement but it was estimated from the researchers,2021-12-23,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_64
EMOBON 211223 BPNS Wa 3 Blank,EMOBON metagenome water sample from station BPNS collected on 2021-12-23 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00003065,2021-12-23,BPNS_Wa_211223,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,,,,blank_1,10,0.25,3-200,3,200,true,,WaSOP1,sample was taking by hauling buckets of surface water; depth was not acquired from the CTD measurement but it was estimated from the researchers,2021-12-23,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_65
