source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,noteworthy_env_cond,depth,replicate,samp_size_vol,time_fi,size_frac,size_frac_low,size_frac_up,membr_cut,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,seq_batch,failure,failure_comment,ENA_accession_number_sample,source_mat_id
EMOBON 211223 BPNS Wa 0.2 R1,EMOBON metagenome water sample from station BPNS collected on 2021-12-23 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150;http://purl.obolibrary.org/obo/ENVO_00002042,2021-12-23,BPNS_Wa_211223,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,ebb_tide,,21.2,1,10,0.25,0.2-3,0.2,3,true,Bucket,WaSOP1,sample was taking by hauling buckets of surface water; depth was not acquired from the CTD measurement but it was estimated from the researchers,2021-12-23,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,false,2022-01-10,2022-01-18,-70,2022-02-22,2022-02-23,batch_2,false,,https://identifiers.org/ena.embl:ERS20568943,EMOBON_BPNS_Wa_66
EMOBON 211223 BPNS Wa 0.2 R2,EMOBON metagenome water sample from station BPNS collected on 2021-12-23 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150;http://purl.obolibrary.org/obo/ENVO_00002042,2021-12-23,BPNS_Wa_211223,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,ebb_tide,,21.2,2,10,0.25,0.2-3,0.2,3,true,Bucket,WaSOP1,sample was taking by hauling buckets of surface water; depth was not acquired from the CTD measurement but it was estimated from the researchers,2021-12-23,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,false,2022-01-10,2022-01-18,-70,2022-02-22,2022-02-23,batch_2,false,,https://identifiers.org/ena.embl:ERS20568944,EMOBON_BPNS_Wa_67
EMOBON 211223 BPNS Wa 0.2 R3,EMOBON metagenome water sample from station BPNS collected on 2021-12-23 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150;http://purl.obolibrary.org/obo/ENVO_00002042,2021-12-23,BPNS_Wa_211223,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,ebb_tide,,21.2,3,10,0.25,0.2-3,0.2,3,true,Bucket,WaSOP1,sample was taking by hauling buckets of surface water; depth was not acquired from the CTD measurement but it was estimated from the researchers,2021-12-23,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_68
EMOBON 211223 BPNS Wa 0.2 R4,EMOBON metagenome water sample from station BPNS collected on 2021-12-23 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150;http://purl.obolibrary.org/obo/ENVO_00002042,2021-12-23,BPNS_Wa_211223,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,ebb_tide,,21.2,4,10,0.25,0.2-3,0.2,3,true,Bucket,WaSOP1,sample was taking by hauling buckets of surface water; depth was not acquired from the CTD measurement but it was estimated from the researchers,2021-12-23,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_69
EMOBON 211223 BPNS Wa 0.2 Blank,EMOBON metagenome water sample from station BPNS collected on 2021-12-23 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00003065,2021-12-23,BPNS_Wa_211223,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,,,,blank_1,10,0.25,0.2-3,0.2,3,true,,WaSOP1,sample was taking by hauling buckets of surface water; depth was not acquired from the CTD measurement but it was estimated from the researchers,2021-12-23,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_70
EMOBON 211223 BPNS Wa 20 R1,EMOBON metagenome water sample from station BPNS collected on 2021-12-23 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2021-12-23,BPNS_Wa_211223,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,,21.2,1,0.25,0.05,20,20,,false,Apstein,WaSOP2,depth was not acquired from the CTD measurement but it was estimated from the researchers,2021-12-23,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_71
EMOBON 211223 BPNS Wa 20 R2,EMOBON metagenome water sample from station BPNS collected on 2021-12-23 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2021-12-23,BPNS_Wa_211223,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,,21.2,2,0.25,0.05,20,20,,false,Apstein,WaSOP2,depth was not acquired from the CTD measurement but it was estimated from the researchers,2021-12-23,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_72
EMOBON 211223 BPNS Wa 20 R3,EMOBON metagenome water sample from station BPNS collected on 2021-12-23 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2021-12-23,BPNS_Wa_211223,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,,21.2,3,0.25,0.05,20,20,,false,Apstein,WaSOP2,depth was not acquired from the CTD measurement but it was estimated from the researchers,2021-12-23,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_73
EMOBON 211223 BPNS Wa 20 R4,EMOBON metagenome water sample from station BPNS collected on 2021-12-23 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2021-12-23,BPNS_Wa_211223,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,,21.2,4,0.25,0.05,20,20,,false,Apstein,WaSOP2,depth was not acquired from the CTD measurement but it was estimated from the researchers,2021-12-23,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_74
EMOBON 211223 BPNS Wa 20 Blank,EMOBON metagenome water sample from station BPNS collected on 2021-12-23 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00003065,2021-12-23,BPNS_Wa_211223,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,,,,blank_1,0.25,0.05,20,20,,false,,WaSOP2,depth was not acquired from the CTD measurement but it was estimated from the researchers,2021-12-23,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_75
EMOBON 211223 BPNS Wa 200 R1,EMOBON metagenome water sample from station BPNS collected on 2021-12-23 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2021-12-23,BPNS_Wa_211223,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,,21.2,1,0.25,0.05,200,200,,false,WP2,WaSOP3,depth was not acquired from the CTD measurement but it was estimated from the researchers,2021-12-23,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_76
EMOBON 211223 BPNS Wa 200 R2,EMOBON metagenome water sample from station BPNS collected on 2021-12-23 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2021-12-23,BPNS_Wa_211223,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,,21.2,2,0.25,0.05,200,200,,false,WP2,WaSOP3,depth was not acquired from the CTD measurement but it was estimated from the researchers,2021-12-23,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_77
EMOBON 211223 BPNS Wa 200 R3,EMOBON metagenome water sample from station BPNS collected on 2021-12-23 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2021-12-23,BPNS_Wa_211223,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,,21.2,3,0.25,0.05,200,200,,false,WP2,WaSOP3,depth was not acquired from the CTD measurement but it was estimated from the researchers,2021-12-23,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_78
EMOBON 211223 BPNS Wa 200 R4,EMOBON metagenome water sample from station BPNS collected on 2021-12-23 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2021-12-23,BPNS_Wa_211223,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,,21.2,4,0.25,0.05,200,200,,false,WP2,WaSOP3,depth was not acquired from the CTD measurement but it was estimated from the researchers,2021-12-23,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_79
EMOBON 211223 BPNS Wa 200 Blank,EMOBON metagenome water sample from station BPNS collected on 2021-12-23 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00003065,2021-12-23,BPNS_Wa_211223,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,,,,blank_1,0.25,0.05,200,200,,false,,WaSOP3,depth was not acquired from the CTD measurement but it was estimated from the researchers,2021-12-23,MSO LifeWatch Lab -80 Freezer,-80,Sander Delacauw,https://orcid.org/0000-0002-5400-2891,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,true,,,,,,,,,,EMOBON_BPNS_Wa_80
EMOBON 220322 BPNS Wa 3 R1,EMOBON metagenome water sample from station BPNS collected on 2022-03-22 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2022-03-22,BPNS_Wa_220322,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,,,1,10,0.25,3-200,3,200,true,Bucket,WaSOP1,,2022-03-22,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,,,false,2022-09-26,2022-09-30,-70,2023-06-01,2023-06-01,batch_3,,,,EMOBON_BPNS_Wa_81
EMOBON 220322 BPNS Wa 3 R2,EMOBON metagenome water sample from station BPNS collected on 2022-03-22 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2022-03-22,BPNS_Wa_220322,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,,,2,10,0.25,3-200,3,200,true,Bucket,WaSOP1,,2022-03-22,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,,,false,2022-09-26,2022-09-30,-70,2023-06-01,2023-06-01,batch_3,,,,EMOBON_BPNS_Wa_82
EMOBON 220322 BPNS Wa 3 R3,EMOBON metagenome water sample from station BPNS collected on 2022-03-22 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2022-03-22,BPNS_Wa_220322,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,,,3,10,0.25,3-200,3,200,true,Bucket,WaSOP1,,2022-03-22,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,,,true,,,,,,,,,,EMOBON_BPNS_Wa_83
EMOBON 220322 BPNS Wa 3 R4,EMOBON metagenome water sample from station BPNS collected on 2022-03-22 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2022-03-22,BPNS_Wa_220322,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,,,4,10,0.25,3-200,3,200,true,Bucket,WaSOP1,,2022-03-22,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,,,true,,,,,,,,,,EMOBON_BPNS_Wa_84
EMOBON 220322 BPNS Wa 3 Blank,EMOBON metagenome water sample from station BPNS collected on 2022-03-22 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00003065,2022-03-22,BPNS_Wa_220322,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,,,,blank_1,10,0.033333,3-200,3,200,true,,WaSOP1,,2022-03-22,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,,,false,,,,,,,,,,EMOBON_BPNS_Wa_85
EMOBON 220322 BPNS Wa 0.2 R1,EMOBON metagenome water sample from station BPNS collected on 2022-03-22 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2022-03-22,BPNS_Wa_220322,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,,,1,10,0.25,0.2-3,0.2,3,true,Bucket,WaSOP1,,2022-03-22,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,,,false,2022-09-26,2022-09-30,-70,2023-06-01,2023-06-01,batch_3,,,,EMOBON_BPNS_Wa_86
EMOBON 220322 BPNS Wa 0.2 R2,EMOBON metagenome water sample from station BPNS collected on 2022-03-22 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2022-03-22,BPNS_Wa_220322,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,,,2,10,0.25,0.2-3,0.2,3,true,Bucket,WaSOP1,,2022-03-22,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,,,false,2022-09-26,2022-09-30,-70,2023-06-01,2023-06-01,batch_3,,,,EMOBON_BPNS_Wa_87
EMOBON 220322 BPNS Wa 0.2 R3,EMOBON metagenome water sample from station BPNS collected on 2022-03-22 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2022-03-22,BPNS_Wa_220322,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,,,3,10,0.25,0.2-3,0.2,3,true,Bucket,WaSOP1,,2022-03-22,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,,,true,,,,,,,,,,EMOBON_BPNS_Wa_88
EMOBON 220322 BPNS Wa 0.2 R4,EMOBON metagenome water sample from station BPNS collected on 2022-03-22 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2022-03-22,BPNS_Wa_220322,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,,,4,10,0.25,0.2-3,0.2,3,true,Bucket,WaSOP1,,2022-03-22,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,,,true,,,,,,,,,,EMOBON_BPNS_Wa_89
EMOBON 220322 BPNS Wa 0.2 Blank,EMOBON metagenome water sample from station BPNS collected on 2022-03-22 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00003065,2022-03-22,BPNS_Wa_220322,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,,,,blank_1,10,0.033333,0.2-3,0.2,3,true,,WaSOP1,,2022-03-22,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,,,true,,,,,,,,,,EMOBON_BPNS_Wa_90
EMOBON 220322 BPNS Wa 20 R1,EMOBON metagenome water sample from station BPNS collected on 2022-03-22 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2022-03-22,BPNS_Wa_220322,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,,,1,0.25,0.05,20,20,,false,Apstein,WaSOP2,,2022-03-22,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,,,true,,,,,,,,,,EMOBON_BPNS_Wa_91
EMOBON 220322 BPNS Wa 20 R2,EMOBON metagenome water sample from station BPNS collected on 2022-03-22 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2022-03-22,BPNS_Wa_220322,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,,,2,0.25,0.05,20,20,,false,Apstein,WaSOP2,,2022-03-22,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,,,true,,,,,,,,,,EMOBON_BPNS_Wa_92
EMOBON 220322 BPNS Wa 20 R3,EMOBON metagenome water sample from station BPNS collected on 2022-03-22 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2022-03-22,BPNS_Wa_220322,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,,,3,0.25,0.05,20,20,,false,Apstein,WaSOP2,,2022-03-22,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,,,true,,,,,,,,,,EMOBON_BPNS_Wa_93
EMOBON 220322 BPNS Wa 20 R4,EMOBON metagenome water sample from station BPNS collected on 2022-03-22 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2022-03-22,BPNS_Wa_220322,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,,,4,0.25,0.05,20,20,,false,Apstein,WaSOP2,,2022-03-22,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,,,true,,,,,,,,,,EMOBON_BPNS_Wa_94
EMOBON 220322 BPNS Wa 20 Blank,EMOBON metagenome water sample from station BPNS collected on 2022-03-22 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00003065,2022-03-22,BPNS_Wa_220322,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,,,,blank_1,0.25,0.05,20,20,,false,,WaSOP2,,2022-03-22,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,,,true,,,,,,,,,,EMOBON_BPNS_Wa_95
EMOBON 220322 BPNS Wa 200 R1,EMOBON metagenome water sample from station BPNS collected on 2022-03-22 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2022-03-22,BPNS_Wa_220322,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,,,1,0.25,0.05,200,200,,false,WP2,WaSOP3,,2022-03-22,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,,,true,,,,,,,,,,EMOBON_BPNS_Wa_96
EMOBON 220322 BPNS Wa 200 R2,EMOBON metagenome water sample from station BPNS collected on 2022-03-22 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2022-03-22,BPNS_Wa_220322,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,,,2,0.25,0.05,200,200,,false,WP2,WaSOP3,,2022-03-22,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,,,true,,,,,,,,,,EMOBON_BPNS_Wa_97
EMOBON 220322 BPNS Wa 200 R3,EMOBON metagenome water sample from station BPNS collected on 2022-03-22 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2022-03-22,BPNS_Wa_220322,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,,,3,0.25,0.05,200,200,,false,WP2,WaSOP3,,2022-03-22,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,,,true,,,,,,,,,,EMOBON_BPNS_Wa_98
EMOBON 220322 BPNS Wa 200 R4,EMOBON metagenome water sample from station BPNS collected on 2022-03-22 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150,2022-03-22,BPNS_Wa_220322,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,,,4,0.25,0.05,200,200,,false,WP2,WaSOP3,,2022-03-22,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,,,true,,,,,,,,,,EMOBON_BPNS_Wa_99
EMOBON 220322 BPNS Wa 200 Blank,EMOBON metagenome water sample from station BPNS collected on 2022-03-22 size fraction 200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00003065,2022-03-22,BPNS_Wa_220322,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,,,,blank_1,0.25,0.05,200,200,,false,,WaSOP3,,2022-03-22,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,,,true,,,,,,,,,,EMOBON_BPNS_Wa_100
EMOBON 220420 BPNS Wa 3 R1,EMOBON metagenome water sample from station BPNS collected on 2022-04-20 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,http://purl.obolibrary.org/obo/ENVO_00002149;http://purl.obolibrary.org/obo/ENVO_00002150;http://purl.obolibrary.org/obo/ENVO_00002042,2022-04-20,BPNS_Wa_220420,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,ebb_tide,,,1,1.5,0.5,3-200,3,200,true,Niskin Bottle,WaSOP1,Extreme bloom conditions; pipes kept busting; exact volume filtered unknown,2022-04-20,MSO LifeWatch Lab -80 Freezer,-80,Rune Lagaisse,https://orcid.org/0000-0001-9191-9140,,,false,2022-09-26,2022-09-30,-70,2023-06-01,2023-06-01,batch_3,,,,EMOBON_BPNS_Wa_101
