source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,samp_collect_device,deployment_date,collection_date,arms_unit_id,sampling_event,crate_cover,preservative,sampl_person,sampl_person_orcid,depth,replicate,rep_check,samp_fraction,size_filter,noteworthy_env_cond,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,images_in_PlutoF,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,seq_batch,failure,failure_comment,ENA_accession_number_sample,source_mat_id
ARMS_BelgiumCoast_CPowerA_20240718_20250611_MF100_4,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2024-07-18 collected on 2025-06-11. Size fraction MF100um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 100 micrometre mesh [ENVO:01001900],autonomous reef monitoring structure [ENVO:01001855],2024-07-18 00:00:00,2025-06-11 00:00:00,CPOWERA,BPNS_CPowerA_Ha_20240718_20250611,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,26,4,,MF,100,,,,2025-06-12 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,,,,EMOBON_BPNS_Ha_88
ARMS_BelgiumCoast_CPowerA_20240718_20250611_MF500_2,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2024-07-18 collected on 2025-06-11. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2024-07-18 00:00:00,2025-06-11 00:00:00,CPOWERA,BPNS_CPowerA_Ha_20240718_20250611,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,26,2,,MF,500,,,,2025-06-12 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,,,,EMOBON_BPNS_Ha_89
ARMS_BelgiumCoast_CPowerA_20240718_20250611_MF500_3,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2024-07-18 collected on 2025-06-11. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2024-07-18 00:00:00,2025-06-11 00:00:00,CPOWERA,BPNS_CPowerA_Ha_20240718_20250611,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,26,3,,MF,500,,,,2025-06-12 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,,,,EMOBON_BPNS_Ha_90
ARMS_BelgiumCoast_CPowerA_20240718_20250611_MF500_4,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2024-07-18 collected on 2025-06-11. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2024-07-18 00:00:00,2025-06-11 00:00:00,CPOWERA,BPNS_CPowerA_Ha_20240718_20250611,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,26,4,,MF,500,,,,2025-06-12 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,,,,EMOBON_BPNS_Ha_91
ARMS_BelgiumCoast_CPowerB_20240718_20250611_SF40_2,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2024-07-18 collected on 2025-06-11. Size fraction SF40um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2024-07-18 00:00:00,2025-06-11 00:00:00,CPOWERB,BPNS_CPowerB_Ha_20240718_20250611,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,26,2,,SF,40,,,,2025-06-12 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,Y,Y,NA,NA,NA,NA,NA,NA,,,,EMOBON_BPNS_Ha_92
ARMS_BelgiumCoast_CPowerB_20240718_20250611_SF40_2,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2024-07-18 collected on 2025-06-11. Size fraction SF40um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2024-07-18 00:00:00,2025-06-11 00:00:00,CPOWERB,BPNS_CPowerB_Ha_20240718_20250611,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,26,3,,SF,40,,,,2025-06-12 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,Y,Y,NA,NA,NA,NA,NA,NA,,,,EMOBON_BPNS_Ha_93
ARMS_BelgiumCoast_CPowerB_20240718_20250611_SF40_2,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2024-07-18 collected on 2025-06-11. Size fraction SF40um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2024-07-18 00:00:00,2025-06-11 00:00:00,CPOWERB,BPNS_CPowerB_Ha_20240718_20250611,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,26,4,,SF,40,,,,2025-06-12 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,Y,Y,NA,NA,NA,NA,NA,NA,,,,EMOBON_BPNS_Ha_94
ARMS_BelgiumCoast_CPowerB_20240718_20250611_MF100_2,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2024-07-18 collected on 2025-06-11. Size fraction MF100um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 100 micrometre mesh [ENVO:01001900],autonomous reef monitoring structure [ENVO:01001855],2024-07-18 00:00:00,2025-06-11 00:00:00,CPOWERB,BPNS_CPowerB_Ha_20240718_20250611,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,26,2,,MF,100,,,,2025-06-12 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,,,,EMOBON_BPNS_Ha_95
ARMS_BelgiumCoast_CPowerB_20240718_20250611_MF100_3,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2024-07-18 collected on 2025-06-11. Size fraction MF100um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 100 micrometre mesh [ENVO:01001900],autonomous reef monitoring structure [ENVO:01001855],2024-07-18 00:00:00,2025-06-11 00:00:00,CPOWERB,BPNS_CPowerB_Ha_20240718_20250611,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,26,3,,MF,100,,,,2025-06-12 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,,,,EMOBON_BPNS_Ha_96
ARMS_BelgiumCoast_CPowerB_20240718_20250611_MF100_4,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2024-07-18 collected on 2025-06-11. Size fraction MF100um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 100 micrometre mesh [ENVO:01001900],autonomous reef monitoring structure [ENVO:01001855],2024-07-18 00:00:00,2025-06-11 00:00:00,CPOWERB,BPNS_CPowerB_Ha_20240718_20250611,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,26,4,,MF,100,,,,2025-06-12 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,,,,EMOBON_BPNS_Ha_97
ARMS_BelgiumCoast_CPowerB_20240718_20250611_MF500_2,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2024-07-18 collected on 2025-06-11. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2024-07-18 00:00:00,2025-06-11 00:00:00,CPOWERB,BPNS_CPowerB_Ha_20240718_20250611,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,26,2,,MF,500,,,,2025-06-12 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,,,,EMOBON_BPNS_Ha_98
ARMS_BelgiumCoast_CPowerB_20240718_20250611_MF500_3,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2024-07-18 collected on 2025-06-11. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2024-07-18 00:00:00,2025-06-11 00:00:00,CPOWERB,BPNS_CPowerB_Ha_20240718_20250611,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,26,3,,MF,500,,,,2025-06-12 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,,,,EMOBON_BPNS_Ha_99
ARMS_BelgiumCoast_CPowerB_20240718_20250611_MF500_4,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2024-07-18 collected on 2025-06-11. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2024-07-18 00:00:00,2025-06-11 00:00:00,CPOWERB,BPNS_CPowerB_Ha_20240718_20250611,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,26,4,,MF,500,,,,2025-06-12 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,,,,EMOBON_BPNS_Ha_100
ARMS_BelgiumCoast_CPowerC_20240718_20250611_SF40_2,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2024-07-18 collected on 2025-06-11. Size fraction SF40um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2024-07-18 00:00:00,2025-06-11 00:00:00,CPOWERC,BPNS_CPowerC_Ha_20240718_20250611,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,26,2,,SF,40,,,,2025-06-12 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,Y,Y,NA,NA,NA,NA,NA,NA,,,,EMOBON_BPNS_Ha_101
ARMS_BelgiumCoast_CPowerC_20240718_20250611_SF40_2,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2024-07-18 collected on 2025-06-11. Size fraction SF40um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2024-07-18 00:00:00,2025-06-11 00:00:00,CPOWERC,BPNS_CPowerC_Ha_20240718_20250611,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,26,3,,SF,40,,,,2025-06-12 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,Y,Y,NA,NA,NA,NA,NA,NA,,,,EMOBON_BPNS_Ha_102
ARMS_BelgiumCoast_CPowerC_20240718_20250611_SF40_2,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2024-07-18 collected on 2025-06-11. Size fraction SF40um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2024-07-18 00:00:00,2025-06-11 00:00:00,CPOWERC,BPNS_CPowerC_Ha_20240718_20250611,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,26,4,,SF,40,,,,2025-06-12 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,Y,Y,NA,NA,NA,NA,NA,NA,,,,EMOBON_BPNS_Ha_103
ARMS_BelgiumCoast_CPowerC_20240718_20250611_MF100_2,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2024-07-18 collected on 2025-06-11. Size fraction MF100um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 100 micrometre mesh [ENVO:01001900],autonomous reef monitoring structure [ENVO:01001855],2024-07-18 00:00:00,2025-06-11 00:00:00,CPOWERC,BPNS_CPowerC_Ha_20240718_20250611,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,26,2,,MF,100,,,,2025-06-12 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,,,,EMOBON_BPNS_Ha_104
ARMS_BelgiumCoast_CPowerC_20240718_20250611_MF100_3,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2024-07-18 collected on 2025-06-11. Size fraction MF100um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 100 micrometre mesh [ENVO:01001900],autonomous reef monitoring structure [ENVO:01001855],2024-07-18 00:00:00,2025-06-11 00:00:00,CPOWERC,BPNS_CPowerC_Ha_20240718_20250611,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,26,3,,MF,100,,,,2025-06-12 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,,,,EMOBON_BPNS_Ha_105
ARMS_BelgiumCoast_CPowerC_20240718_20250611_MF100_4,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2024-07-18 collected on 2025-06-11. Size fraction MF100um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 100 micrometre mesh [ENVO:01001900],autonomous reef monitoring structure [ENVO:01001855],2024-07-18 00:00:00,2025-06-11 00:00:00,CPOWERC,BPNS_CPowerC_Ha_20240718_20250611,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,26,4,,MF,100,,,,2025-06-12 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,,,,EMOBON_BPNS_Ha_106
ARMS_BelgiumCoast_CPowerC_20240718_20250611_MF500_2,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2024-07-18 collected on 2025-06-11. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2024-07-18 00:00:00,2025-06-11 00:00:00,CPOWERC,BPNS_CPowerC_Ha_20240718_20250611,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,26,2,,MF,500,,,,2025-06-12 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,,,,EMOBON_BPNS_Ha_107
ARMS_BelgiumCoast_CPowerC_20240718_20250611_MF500_3,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2024-07-18 collected on 2025-06-11. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2024-07-18 00:00:00,2025-06-11 00:00:00,CPOWERC,BPNS_CPowerC_Ha_20240718_20250611,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,26,3,,MF,500,,,,2025-06-12 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,,,,EMOBON_BPNS_Ha_108
ARMS_BelgiumCoast_CPowerC_20240718_20250611_MF500_4,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2024-07-18 collected on 2025-06-11. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2024-07-18 00:00:00,2025-06-11 00:00:00,CPOWERC,BPNS_CPowerC_Ha_20240718_20250611,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,26,4,,MF,500,,,,2025-06-12 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,,,,EMOBON_BPNS_Ha_109
ARMS_BelgiumCoast_20240718_20250611_SF40_Blank,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2023-10-23 collected on 2024-07-18. Size fraction SF40um,256318,metagenome,metagenome,cotton swab [OBI:0002821],autonomous reef monitoring structure [ENVO:01001855],2023-10-23 00:00:00,2024-07-18 00:00:00,Blank,,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,26,Blank_1,,SF,40,,,,2024-07-18 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,Y,Y,NA,NA,NA,NA,NA,NA,,,,EMOBON_BPNS_Ha_110
ARMS_BelgiumCoast_20240718_20250611_MF100_Blank,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2023-10-23 collected on 2024-07-18. Size fraction MF100um,256318,metagenome,metagenome,cotton swab [OBI:0002821],autonomous reef monitoring structure [ENVO:01001855],2023-10-23 00:00:00,2024-07-18 00:00:00,Blank,,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,26,Blank_1,,MF,100,,,,2024-07-18 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,,,,EMOBON_BPNS_Ha_111
ARMS_BelgiumCoast_20240718_20250611_MF500_Blank,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2023-10-23 collected on 2024-07-18. Size fraction MF500um,256318,metagenome,metagenome,cotton swab [OBI:0002821],autonomous reef monitoring structure [ENVO:01001855],2023-10-23 00:00:00,2024-07-18 00:00:00,Blank,,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,26,Blank_1,,MF,500,,,,2024-07-18 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,,,,EMOBON_BPNS_Ha_112
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_113
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_114
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_115
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_116
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_117
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_118
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_119
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_120
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_121
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_122
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_123
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_124
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_126
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_127
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_128
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_129
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_130
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_131
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_132
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_133
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_134
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_135
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_136
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_137
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_138
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_139
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_140
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_141
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_142
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_143
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_144
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_145
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_146
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_147
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_148
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_149
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_150
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_151
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_152
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_154
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_155
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_158
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_159
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_163
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_165
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_166
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_168
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_169
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_170
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_171
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_172
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_173
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_176
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_179
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_180
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_183
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_184
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_185
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_186
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_187
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_188
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_189
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_190
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOBON_BPNS_Ha_191
